id,session_id,session_name,device_id,body_location,device_ts_ms,wall_clock_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
170497,3859517,1779111949015,-3.52,-0.77,9.09,0.0,-0.125,0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170498,3859537,1779111949015,-3.47,-0.77,9.05,0.125,0.0625,-0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170501,3859572,1779111949018,-3.57,-0.74,9.11,0.25,0.1875,0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170503,3859557,1779111949018,-3.59,-0.76,9.11,0.0,0.0625,0.0,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170504,3859596,1779111949046,-3.58,-0.75,9.09,0.0625,-0.1875,0.0,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170507,3859618,1779111949076,-3.54,-0.75,9.08,-0.0625,0.25,-0.125,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170509,3859636,1779111949100,-3.55,-0.77,9.09,-0.0625,0.0,-0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170510,3859657,1779111949100,-3.55,-0.77,9.08,0.125,0.125,-0.1875,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170513,3859672,1779111949127,-3.55,-0.75,9.1,-0.0625,-0.1875,-0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170515,3859695,1779111949160,-3.54,-0.75,9.11,0.0625,0.0625,0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170518,3859720,1779111949191,-3.57,-0.76,9.09,0.0625,-0.125,-0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170519,3859737,1779111949192,-3.56,-0.76,9.11,0.0625,0.0625,0.0625,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
170521,3859758,1779111949224,-3.55,-0.76,9.09,0.0625,-0.0625,-0.125,0.81848145,0.07122803,0.18041992,-0.5408325,2026-05-18T18:11:21.166479,7,Boxinghookdevice3,1
