session_name,device_id,body_location,device_ts_ms,wall_clock_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
2d,1,Left Ankle,4569534,1779734544403,-9.24,-1.75,-2.68,0.5625,-1.125,0.125,-0.5298462,0.49761963,-0.6296387,-0.27416992
2d,1,Left Ankle,4569555,1779734544426,-9.23,-1.77,-2.65,0.4375,-1.4375,-0.375,-0.53015137,0.49749756,-0.62945557,-0.27441406
2d,4,Right Wrist,30572521,1779734544428,6.2110696,-1.622434,-1.2729815,-4.26496,6.8611116,5.473728,-144.25945,-38.49794,215.51097,0.0
2d,3,Left Wrist,4369593,1779734544451,14.471993,-8.790934,-2.9455645,-4.8542233,-4.0103006,47.149223,-108.89885,-56.036026,334.25208,0.0
2d,1,Left Ankle,4569599,1779734544458,-9.19,-1.75,-2.75,0.1875,-0.375,0.1875,-0.5302124,0.49743652,-0.6293335,-0.2744751
2d,1,Left Ankle,4569578,1779734544458,-9.15,-1.75,-2.73,0.25,-0.6875,0.0,-0.5302124,0.49743652,-0.6293335,-0.2744751
2d,2,Right Ankle,1611598,1779734544466,-8.291781,2.620476,3.2997024,-5.6733623,-0.61375976,2.3076189,37.51164,62.79889,259.1751,0.0
2d,1,Left Ankle,4569615,1779734544488,-9.22,-1.76,-2.76,0.375,-0.8125,0.0,-0.5303345,0.4973755,-0.62927246,-0.27453613
2d,4,Right Wrist,30572581,1779734544498,6.2876396,-1.6559336,-1.3830514,-3.49496,7.3511114,3.863728,-144.24895,-38.550198,215.50165,0.0
2d,3,Left Wrist,4369653,1779734544500,14.507885,-9.238392,-3.5174494,3.7557764,-11.9203005,51.34922,-108.988464,-56.003773,334.32642,0.0
2d,1,Left Ankle,4569638,1779734544522,-9.2,-1.81,-2.63,0.625,-1.375,0.0625,-0.53045654,0.49731445,-0.6292114,-0.27459717
2d,1,Left Ankle,4569658,1779734544522,-9.25,-1.8,-2.55,0.375,-0.9375,0.0,-0.5307007,0.49719238,-0.62908936,-0.2746582
2d,2,Right Ankle,1611659,1779734544531,-8.310925,2.6444042,3.3499517,-5.3233624,-0.26375985,1.957619,37.649296,62.802025,259.2994,0.0
2d,1,Left Ankle,4569676,1779734544548,-9.23,-1.76,-2.61,0.0,-0.125,0.0,-0.53082275,0.49713135,-0.6289673,-0.27478027
2d,4,Right Wrist,30572641,1779734544549,6.2780685,-1.6822546,-1.3328022,-3.84496,6.4411116,4.843728,-144.23769,-38.601643,215.49168,0.0
2d,3,Left Wrist,4369713,1779734544566,13.828323,-8.410475,-2.9599216,2.2857764,-10.660301,54.98922,-109.0079,-56.05838,334.34167,0.0
2d,1,Left Ankle,4569698,1779734544578,-9.22,-1.78,-2.57,0.0,0.0,0.0625,-0.5309448,0.4970703,-0.62890625,-0.2748413
2d,1,Left Ankle,4569717,1779734544583,-9.19,-1.79,-2.6,0.25,-0.375,-0.1875,-0.53100586,0.4970703,-0.6288452,-0.2748413
2d,2,Right Ankle,1611749,1779734544586,-8.313317,2.5965476,3.3188448,-5.8833623,-0.6837598,2.097619,37.707386,62.85033,259.35312,0.0
2d,4,Right Wrist,30572701,1779734544614,6.2780685,-1.6415765,-1.2873386,-2.5149598,7.701112,3.863728,-144.22617,-38.653503,215.48186,0.0
2d,1,Left Ankle,4569742,1779734544615,-9.17,-1.79,-2.64,-0.1875,0.0,0.0,-0.5310669,0.49700928,-0.6287842,-0.27490234
2d,1,Left Ankle,4569757,1779734544615,-9.16,-1.79,-2.67,-0.25,0.6875,0.1875,-0.53100586,0.4970703,-0.6288452,-0.2748413
2d,3,Left Wrist,4369773,1779734544617,13.134404,-8.037195,-3.0077782,0.3957764,-4.5703006,46.72922,-109.090195,-56.089474,334.40793,0.0
2d,1,Left Ankle,4569781,1779734544639,-9.21,-1.73,-2.68,-0.375,1.625,0.5625,-0.5308838,0.4970703,-0.6289673,-0.27471924
2d,1,Left Ankle,4569797,1779734544665,-9.24,-1.78,-2.65,-0.6875,1.75,0.125,-0.5307007,0.49719238,-0.62908936,-0.2746582
2d,4,Right Wrist,30572760,1779734544668,6.2493544,-1.6248266,-1.3926228,-1.8849599,8.891111,2.6037278,-144.21555,-38.706654,215.47282,0.0
2d,2,Right Ankle,1611808,1779734544679,-8.248711,2.6132975,3.3188448,-5.3233624,-1.4537598,2.027619,37.840244,62.858013,259.47308,0.0
2d,3,Left Wrist,4369833,1779734544679,13.885752,-8.764612,-3.8835511,-4.5042233,-5.9703007,44.769222,-109.182724,-56.061962,334.48166,0.0
2d,1,Left Ankle,4569817,1779734544696,-9.21,-1.82,-2.65,-0.5,1.0625,-0.125,-0.53063965,0.49719238,-0.6291504,-0.27453613
2d,1,Left Ankle,4569844,1779734544727,-9.21,-1.78,-2.67,-0.25,0.875,0.0,-0.53063965,0.49719238,-0.6291504,-0.27453613
2d,1,Left Ankle,4569857,1779734544728,-9.23,-1.77,-2.67,-0.3125,-0.25,-0.375,-0.53063965,0.49719238,-0.6291504,-0.27453613
2d,4,Right Wrist,30572821,1779734544729,6.359424,-1.699004,-1.5170496,-2.30496,6.721112,1.3437278,-144.20586,-38.759865,215.46489,0.0
2d,2,Right Ankle,1611898,1779734544738,-8.310925,2.646797,3.3188448,-7.0733624,-0.89375985,2.3076189,37.96589,62.872276,259.5873,0.0
2d,3,Left Wrist,4369893,1779734544739,15.242481,-9.647564,-3.2159536,4.7357764,-14.7903,50.019222,-109.09426,-56.070087,334.40918,0.0
2d,1,Left Ankle,4569877,1779734544755,-9.08,-1.82,-2.79,-0.25,0.125,-0.375,-0.53063965,0.49719238,-0.6291504,-0.27453613
2d,1,Left Ankle,4569897,1779734544766,-9.14,-1.72,-2.93,0.4375,-0.875,-0.6875,-0.5307007,0.49719238,-0.62908936,-0.27453613
2d,1,Left Ankle,4569917,1779734544788,-9.11,-1.76,-2.87,0.875,-2.125,-0.5,-0.5309448,0.49713135,-0.62890625,-0.27459717
2d,1,Left Ankle,4569937,1779734544788,-9.03,-1.75,-2.77,1.125,-1.9375,-0.5,-0.53125,0.49694824,-0.6287842,-0.2746582
2d,4,Right Wrist,30572880,1779734544789,6.318746,-1.6415765,-1.4213367,-4.12496,6.371112,3.513728,-144.19633,-38.812214,215.45622,0.0
2d,3,Left Wrist,4369954,1779734544799,15.855044,-9.326926,-2.4693928,16.145777,-15.4203005,61.429222,-109.019745,-56.092484,334.35095,0.0
2d,1,Left Ankle,4569957,1779734544819,-9.27,-1.82,-2.51,1.1875,-2.3125,-0.0625,-0.5316162,0.4967041,-0.6286621,-0.27471924
2d,2,Right Ankle,1611958,1779734544823,-8.351603,2.6444042,3.2159536,-6.513362,-2.0137596,2.097619,38.051147,62.909992,259.6653,0.0
2d,1,Left Ankle,4569977,1779734544852,-9.26,-1.8,-2.43,0.6875,-1.0,-0.0625,-0.5317993,0.49658203,-0.62854004,-0.27471924
2d,4,Right Wrist,30572941,1779734544863,6.36421,-1.529114,-1.4500505,-2.6549602,6.4411116,0.36372805,-144.18898,-38.865685,215.44994,0.0
2d,3,Left Wrist,4370013,1779734544863,16.63989,-8.549258,-2.6153553,67.38577,-5.620301,68.21922,-108.967155,-56.13651,334.32352,0.0
2d,2,Right Ankle,1612018,1779734544891,-8.2702465,2.6300473,3.2949166,-7.143362,-2.0137596,2.167619,38.17246,62.926937,259.7756,0.0
2d,1,Left Ankle,4570003,1779734544905,-9.23,-1.85,-2.47,0.4375,0.5,0.0625,-0.5317993,0.49658203,-0.62854004,-0.27471924
2d,1,Left Ankle,4570021,1779734544906,-9.21,-1.78,-2.58,0.25,0.0,0.4375,-0.5319824,0.496521,-0.628479,-0.27478027
2d,4,Right Wrist,30573000,1779734544908,6.189534,-1.6128625,-1.5026926,-7.83496,3.9911118,-1.2462718,-144.18309,-38.91897,215.44417,0.0
2d,3,Left Wrist,4370073,1779734544922,17.537199,-8.020445,-2.2899313,194.92577,-5.5503006,62.47922,-108.87261,-56.182117,334.29858,0.0
