session_name,device_id,body_location,device_ts_ms,wall_clock_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1b,2,None,439435,1779733372380,-7.772539,2.716189,4.5798626,-6.443362,-1.4537598,1.817619,30.718363,55.319687,215.99796,0.0
1b,1,None,3397462,1779733372380,-9.39,-1.67,-1.45,-0.1875,0.4375,0.3125,-0.5999756,0.40704346,-0.6409912,-0.25201416
1b,4,None,29400389,1779733372380,6.349853,-1.605684,-1.2993027,-3.14496,7.0711117,2.323728,-127.4726,-71.4727,232.82277,0.0
1b,3,None,3197459,1779733372380,15.744974,-8.611472,-3.993621,-7.1642237,-9.400301,45.469223,-113.269966,-59.279774,348.45773,0.0
1b,1,None,3397497,1779733372381,-9.36,-1.69,-1.56,0.0,-0.3125,0.375,-0.59991455,0.40704346,-0.64105225,-0.25195312
1b,1,None,3397481,1779733372381,-9.43,-1.67,-1.47,0.0625,0.625,0.125,-0.59991455,0.40704346,-0.64105225,-0.25195312
1b,1,None,3397523,1779733372387,-9.42,-1.68,-1.51,-0.0625,-0.75,0.4375,-0.59991455,0.40704346,-0.6409912,-0.25195312
1b,4,None,29400449,1779733372391,6.467101,-1.7755747,-1.4835501,-4.12496,5.601112,1.3437278,-127.56979,-71.428,232.91296,0.0
1b,3,None,3197520,1779733372401,19.157139,-9.417853,-3.2327034,-11.784224,-21.7203,66.049225,-113.21099,-59.306095,348.4024,0.0
1b,2,None,439525,1779733372407,-7.7414327,2.7114031,4.6468616,-5.5333624,-1.4537598,1.887619,30.620323,55.294025,215.91911,0.0
1b,1,None,3397547,1779733372429,-9.44,-1.65,-1.47,0.0625,-1.375,0.5,-0.60009766,0.40698242,-0.64086914,-0.2520752
1b,1,None,3397557,1779733372429,-9.4,-1.66,-1.5,-0.0625,-0.9375,0.25,-0.6002197,0.4069214,-0.6408081,-0.25213623
1b,1,None,3397581,1779733372447,-9.4,-1.69,-1.51,0.0625,-1.6875,0.3125,-0.6003418,0.40686035,-0.640625,-0.2522583
1b,4,None,29400509,1779733372449,6.4958153,-1.6439695,-1.4763715,-5.24496,2.0311117,1.4837279,-127.74941,-71.42116,233.08119,0.0
1b,2,None,439585,1779733372458,-7.8275743,2.7305458,4.6468616,-4.063362,-3.9737597,0.557619,30.548223,55.353035,215.86067,0.0
1b,3,None,3197580,1779733372459,18.32683,-8.381762,-3.4600215,24.615776,-27.320301,86.909225,-113.18633,-59.34305,348.38696,0.0
1b,1,None,3397597,1779733372477,-9.36,-1.73,-1.38,0.6875,-1.6875,0.375,-0.60058594,0.40679932,-0.6404419,-0.25231934
1b,1,None,3397622,1779733372479,-9.41,-1.73,-1.3,0.875,-1.25,0.5625,-0.60076904,0.4066162,-0.64038086,-0.25231934
1b,1,None,3397637,1779733372508,-9.48,-1.68,-1.29,0.3125,-1.1875,0.625,-0.6008911,0.4064331,-0.6403198,-0.2524414
1b,4,None,29400569,1779733372510,6.438387,-1.6511475,-1.4596218,-6.78496,2.0311117,-2.1562722,-127.924034,-71.40928,233.24445,0.0
1b,2,None,439645,1779733372512,-7.6911836,2.618083,4.673183,-3.9933622,-4.7437596,0.557619,30.43981,55.334896,215.77226,0.0
1b,3,None,3197640,1779733372519,17.465414,-8.420046,-3.9505503,110.505775,-25.920301,82.35922,-113.19142,-59.384396,348.42297,0.0
1b,1,None,3397657,1779733372543,-9.41,-1.75,-1.31,0.125,-1.5,0.5,-0.6010132,0.40637207,-0.64019775,-0.25256348
1b,1,None,3397677,1779733372544,-9.29,-1.72,-1.36,-0.125,-0.5,0.4375,-0.6010742,0.40637207,-0.6401367,-0.25256348
1b,1,None,3397700,1779733372573,-9.42,-1.7,-1.4,-0.4375,-0.5625,0.75,-0.6010742,0.40631104,-0.6401367,-0.2526245
1b,4,None,29400628,1779733372573,6.1943192,-1.6559336,-1.509871,-4.54496,-3.078888,-6.076272,-128.06372,-71.37549,233.376,0.0
1b,2,None,439706,1779733372580,-7.600256,2.6707253,4.6492543,-5.743362,-5.1637597,1.817619,30.385265,55.28428,215.72884,0.0
1b,3,None,3197700,1779733372581,15.297517,-7.699806,-3.6346974,156.77577,-9.9603,83.269226,-113.20297,-59.418144,348.4758,0.0
1b,1,None,3397727,1779733372600,-9.41,-1.73,-1.39,-0.375,-0.3125,0.8125,-0.6010742,0.40618896,-0.64019775,-0.25268555
1b,1,None,3397746,1779733372625,-9.4,-1.76,-1.29,-0.5,-0.0625,0.6875,-0.6010132,0.40612793,-0.6402588,-0.25280762
1b,1,None,3397771,1779733372628,-9.41,-1.73,-1.3,-0.9375,0.125,0.875,-0.6010132,0.40612793,-0.6402588,-0.2529297
1b,4,None,29400689,1779733372629,5.921538,-1.3209382,-1.3256238,-4.75496,-1.2588882,-12.586271,-128.26778,-71.41372,233.5688,0.0
1b,2,None,439765,1779733372632,-8.081213,2.8142946,4.601398,-3.2233622,-3.2737598,3.217619,30.435993,55.331993,215.77171,0.0
1b,3,None,3197760,1779733372637,13.670397,-11.856139,-0.1268196,254.63577,4.1096992,85.08922,-112.991264,-59.363422,348.36353,0.0
1b,1,None,3397786,1779733372657,-9.43,-1.72,-1.38,-0.9375,0.875,1.25,-0.6008911,0.40612793,-0.6402588,-0.2531128
1b,1,None,3397809,1779733372686,-9.41,-1.68,-1.4,-0.5625,1.5,1.5,-0.600647,0.4060669,-0.6405029,-0.25317383
1b,1,None,3397831,1779733372686,-9.41,-1.7,-1.34,-0.75,2.0,1.5625,-0.60028076,0.40612793,-0.6408081,-0.25323486
1b,4,None,29400749,1779733372688,5.8138604,-0.5600205,-1.3782659,-30.514961,5.4611115,-23.366272,-128.46886,-71.46993,233.75046,0.0
1b,2,None,439826,1779733372693,-7.4231873,2.766438,4.5894337,-5.043362,-2.8537598,5.4576187,30.472397,55.266376,215.80373,0.0
1b,3,None,3197820,1779733372700,11.777675,-12.530915,1.8999012,153.76578,24.8997,81.16922,-112.80889,-59.316273,348.24313,0.0
1b,1,None,3397847,1779733372717,-9.48,-1.66,-1.25,-1.25,2.625,1.9375,-0.5999756,0.40612793,-0.64105225,-0.25335693
1b,1,None,3397873,1779733372745,-9.34,-1.72,-1.32,-1.3125,3.6875,1.5,-0.5994873,0.40625,-0.6413574,-0.25335693
1b,1,None,3397888,1779733372745,-9.42,-1.7,-1.43,-1.875,4.0625,2.0625,-0.598999,0.4064331,-0.64172363,-0.25341797
1b,4,None,29400809,1779733372748,5.9358945,-1.7181466,-1.3040884,-20.50496,-4.408888,-22.386272,-128.42888,-71.40623,233.70772,0.0
1b,2,None,439885,1779733372757,-7.5189,2.7137961,4.773681,-5.043362,-2.9937596,7.487619,30.43891,55.20975,215.77866,0.0
1b,3,None,3197880,1779733372757,10.337195,-9.511173,5.630312,175.81577,55.6297,63.24922,-112.61241,-59.3013,348.11346,0.0
1b,1,None,3397913,1779733372775,-9.45,-1.58,-1.53,-1.8125,5.1875,2.625,-0.59820557,0.40655518,-0.642334,-0.25354004
1b,1,None,3397932,1779733372805,-9.45,-1.58,-1.7,-1.6875,5.0,2.4375,-0.5974121,0.40673828,-0.64294434,-0.25360107
1b,1,None,3397948,1779733372806,-9.37,-1.65,-1.65,-0.6875,5.1875,2.25,-0.5966797,0.40686035,-0.6436157,-0.25354004
1b,4,None,29400869,1779733372808,5.3831525,-1.4860429,-1.2059826,-23.65496,1.2611113,-23.716272,-128.4917,-71.35335,233.76096,0.0
1b,2,None,439945,1779733372812,-7.327474,2.7592597,4.802395,-6.303362,-2.2237597,9.657619,30.425167,55.14847,215.77061,0.0
1b,3,None,3197940,1779733372817,9.126427,-9.078073,4.304688,5.2257767,67.5297,65.48922,-112.46659,-59.282055,347.97406,0.0
1b,1,None,3397972,1779733372835,-9.42,-1.65,-1.5,-0.4375,4.5,1.8125,-0.59606934,0.40686035,-0.6442261,-0.25335693
1b,1,None,3397998,1779733372865,-9.48,-1.63,-1.46,-1.0625,4.0625,1.75,-0.59521484,0.40698242,-0.64489746,-0.2532959
1b,4,None,29400929,1779733372869,5.5075793,-0.49302143,-1.1030912,-22.95496,-8.538889,-14.476273,-128.65735,-71.41563,233.91208,0.0
1b,2,None,440005,1779733372872,-8.650705,3.0105062,4.962714,-13.863362,-2.15376,12.107618,30.467094,55.19807,215.81087,0.0
1b,3,None,3198000,1779733372882,9.327424,-7.486845,2.8259234,39.735775,30.4997,69.05922,-112.325485,-59.2615,347.85495,0.0
1b,1,None,3398014,1779733372899,-9.46,-1.61,-1.44,-1.375,4.625,1.5625,-0.5946045,0.40722656,-0.64538574,-0.25323486
1b,1,None,3398038,1779733372899,-9.4,-1.69,-1.45,-0.9375,6.125,1.4375,-0.59381104,0.40740967,-0.64611816,-0.2529297
1b,1,None,3398055,1779733372924,-9.25,-1.71,-1.43,0.875,9.75,2.0,-0.5928955,0.40753174,-0.6470947,-0.25231934
1b,4,None,29400989,1779733372930,4.9333024,-1.1869401,-1.8664017,13.025041,-13.928888,-20.846272,-128.83177,-71.38992,234.08437,0.0
1b,2,None,440065,1779733372933,-7.1719413,3.036827,4.4075794,-9.523362,-4.5337596,14.907619,30.574379,55.148285,215.90376,0.0
1b,3,None,3198060,1779733372941,13.043478,-4.117751,2.481357,-44.684223,-19.6903,25.86922,-112.27936,-59.287586,347.80338,0.0
